,year,artist,track,time,date,week,place
324,2000,"Aguilera, Christina",What A Girl Wants,3:18,2000-02-05,11,2
325,2000,"Aguilera, Christina",What A Girl Wants,3:18,2000-02-12,12,3
326,2000,"Aguilera, Christina",What A Girl Wants,3:18,2000-02-19,13,3
327,2000,"Aguilera, Christina",What A Girl Wants,3:18,2000-02-26,14,4
328,2000,"Aguilera, Christina",What A Girl Wants,3:18,2000-03-04,15,12
329,2000,"Aguilera, Christina",What A Girl Wants,3:18,2000-03-11,16,11
330,2000,"Aguilera, Christina",What A Girl Wants,3:18,2000-03-18,17,13
331,2000,"Aguilera, Christina",What A Girl Wants,3:18,2000-03-25,18,15
332,2000,"Aguilera, Christina",What A Girl Wants,3:18,2000-04-01,19,18
333,2000,"Aguilera, Christina",What A Girl Wants,3:18,2000-04-08,20,20
334,2000,"Aguilera, Christina",What A Girl Wants,3:18,2000-04-15,21,30
335,2000,"Aguilera, Christina",What A Girl Wants,3:18,2000-04-22,22,40
336,2000,"Aguilera, Christina",What A Girl Wants,3:18,2000-04-29,23,39
337,2000,"Aguilera, Christina",What A Girl Wants,3:18,2000-05-06,24,44
338,2000,Vertical Horizon,Everything You Want,4:01,2000-01-22,1,70
339,2000,Vertical Horizon,Everything You Want,4:01,2000-01-29,2,61
340,2000,Vertical Horizon,Everything You Want,4:01,2000-02-05,3,53
341,2000,Vertical Horizon,Everything You Want,4:01,2000-02-12,4,46
342,2000,Vertical Horizon,Everything You Want,4:01,2000-02-19,5,40
343,2000,Vertical Horizon,Everything You Want,4:01,2000-02-26,6,33
344,2000,Vertical Horizon,Everything You Want,4:01,2000-03-04,7,31
345,2000,Vertical Horizon,Everything You Want,4:01,2000-03-11,8,26
346,2000,Vertical Horizon,Everything You Want,4:01,2000-03-18,9,22
347,2000,Vertical Horizon,Everything You Want,4:01,2000-03-25,10,19
348,2000,Vertical Horizon,Everything You Want,4:01,2000-04-01,11,17
349,2000,Vertical Horizon,Everything You Want,4:01,2000-04-08,12,15
350,2000,Vertical Horizon,Everything You Want,4:01,2000-04-15,13,13
351,2000,Vertical Horizon,Everything You Want,4:01,2000-04-22,14,9
352,2000,Vertical Horizon,Everything You Want,4:01,2000-04-29,15,9
353,2000,Vertical Horizon,Everything You Want,4:01,2000-05-06,16,8
354,2000,Vertical Horizon,Everything You Want,4:01,2000-05-13,17,8
355,2000,Vertical Horizon,Everything You Want,4:01,2000-05-20,18,6
356,2000,Vertical Horizon,Everything You Want,4:01,2000-05-27,19,7
357,2000,Vertical Horizon,Everything You Want,4:01,2000-06-03,20,7
358,2000,Vertical Horizon,Everything You Want,4:01,2000-06-10,21,8
359,2000,Vertical Horizon,Everything You Want,4:01,2000-06-17,22,3
360,2000,Vertical Horizon,Everything You Want,4:01,2000-06-24,23,3
361,2000,Vertical Horizon,Everything You Want,4:01,2000-07-01,24,6
362,2000,Vertical Horizon,Everything You Want,4:01,2000-07-08,25,6
363,2000,Vertical Horizon,Everything You Want,4:01,2000-07-15,26,1
364,2000,Vertical Horizon,Everything You Want,4:01,2000-07-22,27,2
365,2000,Vertical Horizon,Everything You Want,4:01,2000-07-29,28,3
366,2000,Vertical Horizon,Everything You Want,4:01,2000-08-05,29,4
367,2000,Vertical Horizon,Everything You Want,4:01,2000-08-12,30,7
368,2000,Vertical Horizon,Everything You Want,4:01,2000-08-19,31,9
369,2000,Vertical Horizon,Everything You Want,4:01,2000-08-26,32,10
370,2000,Vertical Horizon,Everything You Want,4:01,2000-09-02,33,18
371,2000,Vertical Horizon,Everything You Want,4:01,2000-09-09,34,20
372,2000,Vertical Horizon,Everything You Want,4:01,2000-09-16,35,27
373,2000,Vertical Horizon,Everything You Want,4:01,2000-09-23,36,29
374,2000,Vertical Horizon,Everything You Want,4:01,2000-09-30,37,36
375,2000,Vertical Horizon,Everything You Want,4:01,2000-10-07,38,40
376,2000,Vertical Horizon,Everything You Want,4:01,2000-10-14,39,50
377,2000,Vertical Horizon,Everything You Want,4:01,2000-10-21,40,47
378,2000,Vertical Horizon,Everything You Want,4:01,2000-10-28,41,50
379,2000,Creed,With Arms Wide Open,3:52,2000-05-13,1,84
380,2000,Creed,With Arms Wide Open,3:52,2000-05-20,2,78
381,2000,Creed,With Arms Wide Open,3:52,2000-05-27,3,76
382,2000,Creed,With Arms Wide Open,3:52,2000-06-03,4,74
383,2000,Creed,With Arms Wide Open,3:52,2000-06-10,5,70
384,2000,Creed,With Arms Wide Open,3:52,2000-06-17,6,68
385,2000,Creed,With Arms Wide Open,3:52,2000-06-24,7,74
386,2000,Creed,With Arms Wide Open,3:52,2000-07-01,8,75
387,2000,Creed,With Arms Wide Open,3:52,2000-07-08,9,69
388,2000,Creed,With Arms Wide Open,3:52,2000-07-15,10,74
389,2000,Creed,With Arms Wide Open,3:52,2000-07-22,11,70
390,2000,Creed,With Arms Wide Open,3:52,2000-07-29,12,79
391,2000,Creed,With Arms Wide Open,3:52,2000-08-05,13,84
392,2000,Creed,With Arms Wide Open,3:52,2000-08-12,14,86
393,2000,Creed,With Arms Wide Open,3:52,2000-08-19,15,76
394,2000,Creed,With Arms Wide Open,3:52,2000-08-26,16,62
395,2000,Creed,With Arms Wide Open,3:52,2000-09-02,17,45
